ID,transaction_amount,account_tenure_years,num_prior_fraud_flags,country_risk_score,is_international,merchant_category,hour_of_day,channel,is_fraud
10511,152.28873752748075,15.939708401068057,0,5,0,grocery,0,branch,0
10512,240.7300969925776,1.6228411533212377,0,7,0,grocery,3,mobile,0
10513,305.2812298347078,10.332407027140409,0,7,0,electronics,8,mobile,0
10514,112.56323557740238,2.4616152758462233,0,2,1,travel,16,branch,0
10515,95.75016153241677,0.634056161,0,4,0,grocery,10,mobile,1
10516,51.13060779282967,0.4193173218535363,0,1,0,grocery,6,mobile,1
10517,315.46290723964165,0.8510237084390336,0,5,1,luxury,23,web,0
10518,618.1725975508609,1.4376983787357962,1,5,1,travel,6,web,1
10519,338.64763831996675,3.3522178839848027,0,4,0,electronics,12,branch,0
10520,389.5601052642701,6.044891564468783,0,7,0,grocery,18,mobile,0
10521,90.98340955223158,21.48790411,0,6,0,travel,16,branch,1
10522,230.7801665055673,2.912563672,0,3,1,grocery,17,branch,0
10523,288.00694989607774,3.6509746818482873,2,2,0,luxury,12,branch,1
10524,66.31385974313213,3.6887952942043856,0,4,0,travel,16,branch,1
10525,478.7152146265962,3.8764994146566893,1,9,0,clothing,17,web,1
10526,41.82134336009833,3.6463662691589285,0,5,0,luxury,20,branch,0
10527,430.56570158957845,0.0440674,0,1,0,electronics,19,mobile,0
10528,41.52821276969208,0.008631557,0,3,0,travel,1,web,1
10529,69.35376599,0.5138544588508964,0,9,0,grocery,18,web,1
10530,233.72504931363375,0.535457862,0,7,0,travel,14,branch,1
10531,175.84146382719462,6.102152612597336,0,3,0,electronics,8,web,0
10532,121.7076633177011,1.1465377521420976,0,1,1,travel,13,web,0
10533,466.7143805,11.25537909,0,4,1,grocery,18,web,1
10534,52.49726881020579,13.197730315521445,0,9,0,luxury,7,web,1
10535,147.82922005596598,18.626335204160267,0,7,0,luxury,11,web,1
10536,254.73950904989047,13.991075854332301,0,5,1,grocery,16,web,0
10537,205.63809102050317,1.5865041929628223,1,6,1,clothing,11,mobile,1
10538,98.50895712019594,3.5644728628839326,0,1,0,clothing,14,web,0
10539,101.57105839654368,0.9646176189726985,1,7,0,luxury,4,web,1
10540,302.1699922258773,8.204892005288679,0,5,0,electronics,1,branch,0
10541,311.8691319,10.965591828355901,0,7,0,travel,19,web,0
10542,209.56988328288566,9.528746865856132,0,5,0,grocery,17,web,0
10543,80.91719372,2.840216802976108,0,5,1,electronics,2,branch,1
10544,104.30338919116889,7.108030423174684,0,3,0,travel,4,mobile,1
10545,163.98281884635279,0.5133715757256438,1,5,0,luxury,1,mobile,1
10546,182.27705739182224,0.20538498212765166,0,8,0,grocery,8,web,0
10547,247.74361184780886,6.996622718292096,0,8,0,electronics,23,mobile,1
10548,141.90272226431796,2.770016487709192,0,2,0,travel,4,mobile,0
10549,297.5512232502221,27.073429846946844,1,1,0,luxury,16,mobile,1
10550,295.2947828674513,0.511571444,0,2,0,luxury,20,mobile,0
10551,398.39536830785244,9.676798856413916,0,7,0,travel,19,web,0
10552,169.39298292369577,3.269469508232668,0,3,0,clothing,14,web,1
10553,212.1168842026639,8.776661218,1,8,0,clothing,12,branch,1
10554,150.42352066140984,8.494824495595028,0,4,0,travel,8,web,0
10555,81.77946825,12.38421631396054,0,8,0,travel,1,web,1
10556,609.009622,1.7680411932079143,0,2,0,travel,22,mobile,0
10557,365.3416728,14.958636865622116,0,5,0,luxury,1,mobile,1
10558,291.18429284518834,0.8224099243163565,0,6,0,grocery,10,web,0
10559,165.09060926921902,0.42761938801975996,0,1,0,luxury,2,web,1
10560,75.59481042109604,2.824785916119725,0,1,0,luxury,2,mobile,0
10561,326.9093909553203,8.810701459827419,0,9,0,clothing,9,web,1
10562,148.3933790702838,3.2067707963011833,1,5,0,travel,23,web,1
10563,225.86163177223148,8.838848031,0,4,0,luxury,1,mobile,1
10564,103.96904520564732,6.540870068497203,1,1,0,luxury,0,mobile,0
10565,200.33417516449865,1.1749951665814526,0,3,0,travel,5,branch,0
10566,109.41320626202452,14.868056277006472,0,4,0,grocery,5,web,0
10567,112.95195197667027,0.3135338983606772,0,5,0,clothing,10,mobile,0
10568,198.45493782501765,11.427642316610978,0,5,0,electronics,15,mobile,0
10569,40.90654750939086,1.8152148053061865,0,8,0,luxury,0,web,1
10570,42.99690786081206,3.467216953773262,0,3,0,grocery,4,web,0
10571,90.05744379029214,2.743951859940697,1,7,0,electronics,9,mobile,1
10572,140.6015154551059,0.94271167,0,6,0,travel,20,web,1
10573,303.7192912886287,2.2169788266409296,0,6,1,electronics,22,branch,1
10574,146.85963163350033,1.071751851,0,9,1,travel,5,mobile,1
10575,164.28803742395084,1.1400674226932879,0,7,0,grocery,10,mobile,1
10576,132.1094543381419,1.0354704044480663,0,7,0,electronics,15,web,0
10577,211.89745297386517,3.357098508884089,0,1,0,clothing,19,mobile,1
10578,81.05795587267247,7.9957393724622605,0,1,1,grocery,12,web,1
10579,153.01639340010829,4.207888320295979,0,9,0,electronics,11,branch,1
10580,224.0924792572578,11.184295224549686,0,9,0,luxury,17,branch,1
10581,197.30308082326036,5.060491895,0,3,1,electronics,12,branch,1
10582,168.29762996425828,5.8452829231919345,0,8,0,electronics,4,mobile,0
10583,169.85098375463164,5.507189831593086,1,9,0,clothing,12,branch,1
10584,239.57903268117727,2.984270993716506,3,1,0,grocery,12,web,1
10585,627.8199196878948,5.845262105733773,1,3,1,luxury,18,web,1
10586,85.93368333521688,0.36128245546364557,0,6,1,grocery,18,branch,1
10587,639.3352326785056,9.825262519285973,0,4,0,grocery,12,branch,0
10588,82.57896113,7.521160271,1,8,0,luxury,10,web,1
10589,15.351349527898106,1.4067107828323238,0,9,0,luxury,15,branch,0
10590,107.58900094531585,7.3057890306371345,0,7,0,clothing,22,branch,0
10591,214.79492608353507,0.063615996,0,1,0,travel,13,branch,0
10592,545.1596815980205,1.224687699840324,0,2,0,clothing,9,web,0
10593,75.50641683521486,0.33677769896875553,0,1,0,luxury,1,web,1
10594,238.58080956027848,7.575798520507307,0,9,0,electronics,7,branch,1
10595,47.72399446499392,7.050357063977425,0,4,0,electronics,22,web,1
10596,532.5389688,8.400268280736721,0,8,0,grocery,7,branch,1
10597,370.00798110105524,0.022458831100386642,1,5,1,grocery,21,branch,1
10598,113.13758598568107,3.478078390757653,0,5,0,travel,20,branch,1
10599,409.66927910783164,6.101124070452429,0,5,0,travel,19,mobile,0
10600,152.31263773112067,0.8444673645081404,0,5,0,travel,13,mobile,1
10601,382.9820612669674,5.2461219089497515,0,3,0,travel,23,branch,0
10602,167.3445423,0.43929558642513583,0,6,0,electronics,13,mobile,0
10603,172.80570526777944,1.0003457250092644,0,1,0,luxury,17,branch,0
10604,115.05388793024278,3.2293795608788534,0,8,1,travel,14,mobile,1
10605,260.7008541476563,5.300302544289412,0,4,1,clothing,21,branch,0
10606,182.68412805663098,0.788354249,0,6,0,travel,15,mobile,1
10607,242.2925944821232,1.024206144262856,0,2,0,electronics,13,web,0
10608,36.70537384929725,1.1435850653461719,0,2,0,grocery,9,web,0
10609,392.0130740594516,1.3636441883846842,0,8,1,clothing,21,mobile,1
10610,457.82911593116245,1.2844961405190105,one,1,0,travel,20,branch,0
10611,182.05065888311682,2.513866558271527,0,8,1,electronics,1,mobile,1
10612,599.3706641904892,5.303543715449226,0,1,0,grocery,4,mobile,0
10613,511.5041656411146,2.8815499215385754,0,9,0,travel,2,web,1
10614,264.6391841532996,7.479963775575415,0,1,0,electronics,22,web,0
10615,413.1494632036259,6.3517830182437764,0,4,0,electronics,6,web,0
10616,344.0524248256498,0.6763898080803032,0,9,0,luxury,23,mobile,0
10617,27.112970090369302,0.25037346655317544,0,1,0,electronics,11,web,0
10618,134.24963189459464,10.516276826575632,0,9,0,travel,9,web,1
10619,277.52307735597367,0.41599001247260703,0,8,0,electronics,10,web,1
10620,477.7257298378545,0.8028346542586091,0,5,0,clothing,16,branch,1
10621,44.444391831435254,0.1119094590510753,0,6,0,electronics,3,branch,1
10622,29.298907198157803,4.948830207717638,0,5,0,electronics,5,mobile,1
10623,159.5978494256897,4.365803771884261,0,4,0,clothing,6,web,1
10624,16.88628454,21.677114842513838,0,4,0,travel,4,mobile,0
10625,155.42403442300184,10.898846882388378,0,8,0,grocery,5,mobile,1
10626,218.6154516970936,2.645314393073563,1,8,0,luxury,16,web,1
10627,72.39257955229913,2.322779204442316,0,9,0,grocery,13,mobile,1
10628,158.7050791969167,1.7609396588270034,0,3,0,travel,10,web,0
10629,322.8847676216387,0.8267730844721153,0,8,1,travel,4,web,1
10630,107.15540770010854,0.7429853122516407,0,3,0,clothing,1,branch,0
10631,83.83217977007256,0.7094523514767546,0,2,1,grocery,13,mobile,1
10632,153.2274390540714,0.6058392977501535,0,2,0,electronics,15,mobile,1
10633,65.55867037,1.375554063869193,0,9,1,clothing,1,web,1
10634,570.7409999532163,1.8312361357063658,0,4,0,clothing,16,branch,0
10635,171.26074805646155,16.29575170043851,0,5,0,luxury,15,branch,0
10636,91.67015072834019,4.319360210555403,0,2,0,clothing,8,mobile,0
10637,195.84570915616604,21.94859049680192,0,9,0,grocery,19,branch,1
10638,152.58169808050127,2.329794682877945,0,7,1,travel,19,mobile,1
10639,139.73624601945573,3.0590032247158816,0,3,0,luxury,8,mobile,1
10640,107.1319894697615,1.9620928710137924,0,6,0,electronics,4,branch,1
10641,102.833341,1.0098933968691974,0,7,0,grocery,3,web,1
10642,37.60351887421551,0.7725478498056392,0,6,0,electronics,6,mobile,1
10643,412.7340682772812,14.509315458154957,0,6,1,clothing,4,mobile,0
10644,252.73029103515654,21.641740020846694,0,8,0,grocery,23,mobile,1
10645,210.1646157,0.2297458746896544,0,8,0,luxury,2,mobile,0
10646,150.69200210010476,0.8146296187892048,0,5,0,luxury,7,branch,0
10647,71.23918757,2.754108653905905,0,4,0,electronics,15,branch,1
10648,86.8497732,1.0310233650927827,0,5,0,travel,5,branch,0
10649,42.22776239,2.261843364940269,0,9,0,luxury,8,branch,1
10650,96.35421393946335,0.6911196403216975,0,6,0,electronics,21,mobile,0
10651,62.40143537190992,3.048736020788356,0,3,0,travel,19,web,0
10652,493.1346537425508,1.5851741772999106,0,3,0,grocery,17,web,0
10653,308.36150025857717,2.168590372358756,1,1,0,luxury,10,branch,1
10654,176.85572935684723,0.49530561205558454,0,5,0,luxury,18,mobile,1
10655,78.36941735157662,2.794200887708457,0,6,1,electronics,6,branch,1
10656,65.41988835108519,20.449057548704594,0,8,0,luxury,9,web,0
10657,143.281893,1.993686802807482,0,9,0,electronics,4,branch,1
10658,317.10843276503704,10.454708067441496,0,7,1,luxury,6,mobile,1
10659,43.464019499648316,9.263893483710355,0,1,0,electronics,22,mobile,0
10660,250.4220385976046,15.188860285684969,0,7,0,luxury,5,mobile,1
10661,95.99005983168513,7.805846856,0,9,0,grocery,17,branch,1
10662,111.35713970662107,5.388122806,0,4,1,grocery,20,web,1
10663,173.00958790930991,9.710044392546392,0,7,0,electronics,14,mobile,1
10664,80.76137834193838,0.393293683,0,9,0,grocery,9,web,0
10665,137.68267196458797,3.1072094223132742,0,1,1,electronics,5,web,0
10666,74.81184392422972,22.66715014576645,0,9,0,electronics,23,branch,0
10667,102.74419068533743,7.339695034108904,0,4,0,clothing,0,branch,0
10668,284.4443802391387,16.36077360909463,0,8,0,grocery,9,web,0
10669,179.82212084571944,7.562335473387318,0,3,0,clothing,22,mobile,1
10670,283.7067825903314,10.39248863375228,0,2,0,clothing,14,mobile,0
10671,94.92331580322274,6.129893033308563,0,8,0,luxury,13,branch,1
10672,251.71637104867068,7.146051156702339,0,8,0,electronics,15,mobile,1
10673,32.480054748687834,3.7030602199572242,0,3,1,travel,4,web,0
10674,172.95179761951763,12.900772411412568,0,8,0,clothing,13,mobile,0
10675,263.4490505847476,8.715958381002311,0,6,0,luxury,15,branch,1
10676,31.02780554923627,9.285810719494037,0,9,0,grocery,13,web,0
10677,95.88343664020903,5.589114700817419,0,6,1,travel,6,web,1
10678,172.86100212218142,1.8161961165441198,1,8,0,electronics,18,mobile,1
10679,333.25606160959705,0.18140014206918162,0,2,0,luxury,3,mobile,1
10680,102.73291936139562,13.717490296105668,0,1,0,travel,17,web,0
10681,244.84714398130504,4.410900225076891,0,2,0,electronics,21,branch,0
10682,430.63748964738846,1.7701277915127942,0,4,0,electronics,20,branch,0
10683,252.81808391591616,0.8075096332058542,0,9,1,travel,14,mobile,1
10684,141.8038522,8.845779297645404,0,7,0,luxury,16,branch,1
10685,219.31970637553607,9.055329048570457,0,9,1,travel,0,web,1
10686,100.22034402965126,8.423716764,0,9,0,clothing,23,branch,1
10687,178.09714910453198,5.179352258790137,1,9,1,electronics,14,web,1
10688,147.36584473346787,2.278652977445473,0,8,0,grocery,15,mobile,0
10689,214.1605581040179,1.8125330381330613,0,6,0,travel,23,branch,0
10690,118.94787965328577,0.042957861016460264,0,7,0,travel,21,web,0
10691,222.95270953077235,8.967030882179516,0,2,0,electronics,10,mobile,0
10692,118.01135418175373,0.45746720036996213,0,1,0,e,8,web,0
10693,306.32015727284886,4.981474467,0,5,0,travel,16,branch,0
10694,128.0208378782068,3.506652330872603,0,8,0,grocery,14,web,1
10695,17.722289074051353,3.740016797989327,0,3,1,electronics,7,mobile,0
10696,67.45884716,13.066849641950357,0,7,0,electronics,17,mobile,1
10697,169.05579501052713,0.16062777572287493,0,5,0,clothing,7,branch,0
10698,490.2919928760329,7.422673088882201,0,8,0,luxury,2,mobile,0
10699,298.3097851771503,0.26728025397025923,0,6,0,clothing,21,branch,1
10700,13.166968193853057,0.1945025729755193,0,6,0,grocery,22,mobile,0
10701,39.38223821,2.8089957073270986,0,7,0,luxury,18,branch,1
10702,362.22295066324637,0.32576114358356884,1,7,0,travel,13,mobile,1
10703,262.4324494158063,7.782898059745108,0,4,0,grocery,1,branch,1
10704,665.2682800591422,3.770467140475518,0,8,0,grocery,0,web,1
10705,114.11909472848485,0.14734376217858774,0,6,0,clothing,4,web,1
10706,79.26586418251173,0.20671839496302788,0,8,0,luxury,16,branch,1
10707,176.07760393940634,4.742372201243071,0,7,1,grocery,0,mobile,0
10708,112.29392444249844,8.202368328859661,0,1,0,luxury,20,mobile,1
10709,339.6997182955537,2.879483933880518,0,4,0,travel,15,branch,1
10710,109.11379421312293,4.043695646782211,0,7,1,luxury,2,mobile,0
10711,134.19732202663462,8.042927730255336,0,9,0,clothing,9,branch,0
10712,69.55147035,4.714536324977373,0,2,0,clothing,18,web,0
10713,284.7389927444286,1.272914633556216,0,5,0,grocery,10,branch,1
10714,73.71216087325347,4.747325143803235,0,9,0,luxury,22,mobile,1
10715,225.94123425882094,4.948064705364798,0,9,1,clothing,2,mobile,1
10716,545.3374889568992,6.623306174308265,0,6,0,electronics,1,branch,1
10717,26.35151456286417,4.849435850164312,0,7,0,clothing,2,branch,1
10718,444.01616813481183,17.40804698703879,0,9,1,travel,14,branch,1
10719,205.48616504144866,1.0987983450185266,0,8,0,electronics,19,branch,1
10720,59.50072545213726,15.08893649381632,0,6,0,luxury,8,web,0
10721,181.19213708636795,3.864627428,0,6,1,grocery,14,mobile,1
10722,279.0173791969885,5.573039807670658,0,7,0,electronics,1,mobile,0
10723,84.02816405926549,0.5238123473499006,0,7,0,clothing,5,branch,1
10724,235.2430393225642,2.394825851898215,0,2,0,grocery,4,branch,0
10725,468.5557345045105,7.334901217965415,0,9,1,grocery,5,branch,1
10726,108.99710165974868,6.136395066697942,1,4,0,grocery,4,web,0
10727,68.77282117147695,0.20483600533925606,0,9,0,grocery,21,web,1
10728,150.9493469856976,3.9548394439958354,0,3,0,luxury,11,branch,0
10729,173.96472720273147,0.4621018579518338,0,5,0,luxury,3,mobile,0
10730,351.5929908106794,27.43098672773579,0,5,0,luxury,23,web,1
10731,147.08883376690173,11.379549724062565,0,7,1,clothing,22,mobile,0
10732,117.40763744886127,0.10653015238863037,0,4,0,luxury,13,web,0
10733,67.17540869,9.782566078678839,0,4,1,grocery,13,branch,1
10734,31.309122410342887,12.593119747545016,0,1,0,electronics,10,branch,0
10735,49.442042280393835,2.181283368754526,0,6,0,electronics,0,mobile,1
10736,49.14873816971529,6.355937271926672,0,4,0,electronics,20,branch,0
10737,135.34963697573423,2.917911294952937,1,5,1,electronics,22,mobile,1
10738,38.18292143067265,5.324424787196635,0,9,1,electronics,4,branch,1
10739,159.7550347718999,2.0799823762099185,1,4,1,travel,4,branch,1
10740,537.4544118730595,1.9471658209795715,0,1,0,electronics,11,mobile,1
10741,358.5124038047505,2.7620059070513054,0,9,0,electronics,4,branch,1
10742,134.30754987848775,0.7865903791432648,2,5,0,electronics,20,web,1
10743,768.5145974047892,8.893395885389868,0,7,0,clothing,12,branch,1
10744,174.4292234972594,2.1439084099635624,0,3,0,travel,10,mobile,1
10745,193.56951635747077,2.5553745567264974,0,4,0,electronics,20,branch,0
10746,148.71585100765802,11.224157659048355,0,9,0,luxury,0,web,0
10747,162.47389608408932,3.4320875192122005,1,1,0,clothing,11,branch,0
10748,105.89411858280843,3.9290972165038767,0,5,0,travel,5,branch,1
10749,135.86880498677257,15.674756166220991,0,8,0,luxury,10,web,1
10750,445.9911451851637,10.88974499504398,0,7,0,luxury,11,branch,1
10751,384.8439769601088,0.9284363255359855,0,4,0,clothing,5,branch,0
10752,16.719944403160696,3.2048142005813367,0,7,0,luxury,23,mobile,1
10753,42.99440081952753,17.753633581862104,0,1,0,grocery,4,mobile,0
